condition,metric,value
EN-Spec,length_ratio,110.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.03636363636363636
EN-Spec,rouge2,0.018518518518518517
EN-Spec,rougeL,0.03636363636363636
EN-Spec,length_ratio,53.0
EN-Spec,bleu,0.005679801570742279
EN-Spec,rouge1,0.03571428571428571
EN-Spec,rouge2,0.01818181818181818
EN-Spec,rougeL,0.03571428571428571
EN-Spec,length_ratio,21.0
EN-Spec,bleu,0.005772540688353077
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,102.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,78.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0196078431372549
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0196078431372549
EN-Spec,length_ratio,101.0
EN-Spec,bleu,0.0031997419885758365
EN-Spec,rouge1,0.017094017094017096
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.017094017094017096
EN-Spec,length_ratio,38.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.07079646017699115
EN-Spec,rouge2,0.05405405405405406
EN-Spec,rougeL,0.07079646017699115
EN-Spec,length_ratio,27.0
EN-Spec,bleu,0.019501949206422647
